,log(price),bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,days_distance,log_sqft_lot,log_sqft_lot15
6173,5.294466226161593,3,1.0,1090,1.0,0,0,4,7,1090,0,1962,0,47.288000000000004,-122.196,1300,157,9.777357275391916,9.392661928770137
6174,5.531478917042255,8,2.75,2790,1.0,0,0,3,7,1470,1320,1977,0,47.7565,-122.331,1760,62,8.809116258125274,8.939056445334039
6175,5.748188027006201,3,2.0,1840,1.0,0,0,3,7,1840,0,1968,0,47.6916,-122.15799999999999,2300,80,9.614804979750764,9.684522758043336
6176,5.549003262025788,3,1.75,1340,1.0,0,0,3,7,1340,0,1972,0,47.7186,-122.21799999999999,1780,250,8.748304912379623,8.881836305004146
6177,5.826074802700826,4,2.5,2570,2.0,0,0,3,9,2570,0,1999,0,47.6373,-122.064,2760,91,9.114490046319348,8.814776088545281
6178,5.885926339801431,4,3.5,3010,2.0,0,0,3,9,3010,0,2005,0,47.5533,-121.993,2520,269,8.732627099660395,8.517393171418904
6179,5.812913356642856,4,2.5,2160,1.0,0,0,3,7,1080,1080,1940,0,47.6662,-122.338,1650,126,8.051659556841953,8.226840890408578
6180,5.812913356642856,3,1.75,2140,1.0,0,0,3,7,1290,850,1953,0,47.6234,-122.191,1960,44,9.157361447185297,9.172638504792172
6181,5.462323113084234,4,1.75,2090,1.0,0,0,4,7,1050,1040,1970,0,47.4107,-122.179,1710,224,8.91139510724569,8.926251835034533
6182,5.477121254719663,3,1.75,1810,1.0,0,0,4,7,1240,570,1977,0,47.4674,-122.178,1850,213,9.958827647569292,9.409191230721348
6183,5.673020907128897,4,1.75,1760,1.0,0,2,5,7,1070,690,1962,0,47.5521,-122.37299999999999,1860,215,8.656955133791396,8.656955133791396
6184,5.8055008581584,4,2.5,2500,2.0,0,0,3,9,2500,0,1990,0,47.5759,-121.994,2560,77,9.052516286782616,9.044875932248651
6185,5.457881896733992,2,1.0,930,1.0,0,2,3,7,930,0,1952,0,47.506,-122.242,1910,160,8.83927669058535,8.881002624255569
6186,5.869231719730976,4,2.5,3030,2.0,0,0,3,10,3030,0,1992,0,47.578,-122.056,2850,334,9.028218795184895,9.068546366358296
6187,5.698902249111797,3,2.0,1460,1.0,0,0,4,7,940,520,1990,0,47.681999999999995,-122.365,1460,350,8.006367567650246,8.006367567650246
6188,5.829303772831025,4,2.5,2940,2.0,0,0,3,9,2940,0,1986,0,47.5627,-122.01799999999999,2670,231,9.551871220788255,9.304012847838818
6189,5.868359320705613,5,2.75,3360,2.0,0,0,3,9,3360,0,2014,0,47.7754,-122.17299999999999,3360,130,9.126958763037132,9.18122047340233
6190,5.648360010980932,3,1.75,2110,1.0,0,0,3,8,1210,900,1956,0,47.567,-122.318,1660,181,8.476371196895983,8.476371196895983
6191,6.016615547557177,4,2.25,2740,1.0,0,2,5,10,1980,760,1953,0,47.7117,-122.27799999999999,2790,364,9.336356092559043,9.213036733523925
6192,5.539076098792776,2,1.0,1070,1.0,0,0,4,7,880,190,1917,0,47.5726,-122.30799999999999,1160,152,7.694392802629421,8.1886891244442
6193,5.653212513775344,3,2.0,1680,2.0,0,0,3,7,1180,500,1940,0,47.5536,-122.286,1400,341,8.494129251817686,8.496990484098719
6194,5.544068044350276,4,2.5,2260,1.0,0,0,4,9,2260,0,1975,0,47.3767,-122.161,2650,102,9.529157673358675,9.521494800613105
6195,6.380211241711606,4,3.5,5860,2.0,0,0,5,10,3690,2170,1907,0,47.6287,-122.287,4150,87,8.881836305004146,8.881836305004146
6196,5.774480468860433,4,2.25,2380,1.0,0,0,3,8,2380,0,1977,0,47.5834,-122.001,2250,91,10.463331885781653,10.457200237104496
6197,6.229169702539101,5,3.0,3320,2.0,0,0,3,9,3320,0,2004,0,47.6542,-122.331,2330,377,8.585599224080298,8.303999970955196
6198,5.3404441148401185,2,1.0,1050,1.5,0,0,4,7,1050,0,1984,0,47.2887,-122.29899999999999,1550,161,9.104979856318357,9.169518377455928
6199,5.653212513775344,4,2.5,2070,2.0,0,0,3,7,2070,0,2004,0,47.531000000000006,-121.854,2340,342,8.289539484624141,8.310660905907225
6200,5.60422605308447,4,2.25,1790,2.0,0,0,3,7,1790,0,1992,0,47.5055,-122.189,1400,348,8.897135342293316,8.882252884889363
6201,5.439332693830263,2,1.0,840,1.0,0,0,3,6,840,0,1942,0,47.5531,-122.307,1100,291,8.294049640102028,8.294049640102028
6202,5.624797578960761,3,1.5,990,1.0,0,0,5,7,990,0,1948,0,47.6051,-122.29799999999999,1490,152,8.411832675758411,8.294049640102028
6203,5.748188027006201,3,3.0,4120,2.0,0,2,3,9,3180,940,1994,0,47.6804,-121.913,2770,5,11.00861192481946,11.067153854452917
6204,5.496929648073215,3,1.75,1620,1.0,0,0,4,7,1620,0,1966,0,47.4749,-122.155,1660,320,9.169518377455928,9.230142999272362
6205,5.457881896733992,4,2.0,1340,1.0,0,0,4,7,1340,0,1942,0,47.4905,-122.34299999999999,1410,356,9.010669176847115,9.18204377282107
6206,5.442479769064448,4,1.0,1500,1.5,0,0,3,6,1500,0,1925,0,47.4768,-122.206,1330,336,8.656955133791396,8.656955133791396
6207,5.528273777167044,2,1.0,1300,1.0,0,0,3,7,1300,0,1950,0,47.5697,-122.395,1240,234,8.814479000010714,8.814479000010714
6208,5.898725181589493,4,2.75,3100,2.0,0,0,3,10,3100,0,1999,0,47.6858,-122.10700000000001,3140,109,9.234545060673,9.108086137937427
6209,5.638489256954637,3,2.5,3380,2.0,0,0,3,8,2200,1180,1999,0,47.7462,-121.978,2060,195,8.864181369765426,8.786914938491025
6210,5.495683067616915,4,2.5,2660,1.0,0,0,4,7,1450,1210,1977,0,47.4558,-122.212,1870,327,9.108307646411031,9.108307646411031
6211,5.7596678446896306,3,2.25,1700,1.5,0,0,3,7,1100,600,1924,0,47.6784,-122.361,1700,54,8.11162807830774,8.229511118964457
6212,5.707570176097937,4,2.5,1840,1.0,0,2,3,8,1240,600,1972,0,47.7762,-122.384,2010,276,8.961879012677683,9.116029692504942
6213,5.477048866273474,2,1.0,890,1.0,0,0,4,6,890,0,1941,0,47.5311,-122.37299999999999,950,321,8.556413904569519,8.556413904569519
6214,6.011993114659257,3,3.0,2800,1.0,0,0,3,9,1580,1220,1953,1,47.6493,-122.413,2580,325,8.66561319653451,8.66561319653451
6215,5.561101383649056,4,1.75,2010,1.0,0,0,4,7,1340,670,1957,0,47.7496,-122.355,1500,12,9.062420241899561,9.035986984831405
6216,5.525044807036846,3,1.0,1380,1.0,0,0,5,7,1380,0,1965,0,47.7479,-122.34299999999999,1440,88,8.918650278126863,8.91905180393029
6217,5.342323966312882,3,1.0,1210,1.0,0,0,3,6,1210,0,1954,0,47.4211,-122.314,1430,221,8.987196820661973,8.987196820661973
6218,5.332438459915605,3,2.0,1280,1.0,0,0,3,7,1280,0,1991,0,47.3889,-122.04799999999999,1290,256,8.852807917623322,8.924523226133914
6219,5.8061799739838875,4,2.5,4090,2.0,0,0,4,8,3670,420,1979,0,47.2964,-122.116,2430,374,12.279258049391467,11.863617547231101
6220,5.7283537820212285,3,1.0,1580,1.0,0,0,3,7,1180,400,1925,0,47.6505,-122.384,1560,59,8.748304912379623,7.3783837129967145
6221,5.4031205211758175,4,2.0,1910,1.0,0,0,4,7,1140,770,1973,0,47.3493,-122.306,1540,109,8.965206802770357,8.965206802770357
6222,5.812913356642856,2,2.5,1740,2.0,0,2,3,8,1210,530,1994,0,47.622,-122.3,1640,28,7.824046010856292,7.824046010856292
6223,5.827369273053825,3,2.25,1130,1.5,0,0,4,8,1130,0,1930,0,47.6845,-122.375,1330,341,8.399535147948004,8.399535147948004
6224,5.782472624166286,3,1.75,1970,1.0,0,3,4,8,1130,840,1950,0,47.7213,-122.365,2280,158,9.052516286782616,9.052516286782616
6225,5.465382851448418,3,2.25,1780,1.0,0,0,3,8,1280,500,1981,0,47.4762,-122.156,1710,307,9.181940897454485,9.189116735524555
6226,5.462323113084234,3,2.0,1670,1.0,0,0,3,8,1670,0,1992,0,47.3802,-122.20700000000001,2290,33,8.956350940490871,8.969414650866176
6227,5.4107772333772095,4,1.5,1360,1.0,0,0,4,7,1360,0,1968,0,47.3168,-122.40100000000001,1180,81,9.140239744296693,9.170663554823284
6228,5.57978359661681,3,2.5,1840,1.0,0,0,3,7,1290,550,1971,0,47.7586,-122.34200000000001,2160,186,8.851520271691061,8.98594603876032
6229,5.556302500767287,3,1.75,1255,3.0,0,0,3,8,1255,0,2010,0,47.6958,-122.34299999999999,1010,234,7.014814351275545,6.945051063725834
6230,5.430558769522757,3,1.75,1840,1.0,0,0,4,7,1240,600,1976,0,47.3933,-122.18799999999999,1980,52,8.91085558740525,8.902455592206882
6231,5.652246341003323,4,2.5,2960,2.0,0,0,3,9,2960,0,2005,0,47.3596,-122.04,2570,59,8.704668113450987,8.51959031601596
6232,5.574031267727719,4,1.5,1430,1.5,0,0,3,7,1430,0,1948,0,47.7197,-122.32799999999999,1540,154,8.886270902072013,8.886270902072013
6233,6.342422680822207,5,4.75,5990,2.0,1,4,3,11,4050,1940,2002,0,47.5554,-122.07700000000001,3330,48,9.254357257392957,9.603057907261844
6234,5.9084850188786495,4,2.5,3480,2.0,0,0,3,11,3480,0,1988,0,47.7391,-122.102,2930,17,10.989386028784162,10.581521095286025
6235,5.997386384397314,5,3.25,4260,2.0,0,0,3,10,4260,0,2005,0,47.611000000000004,-121.992,4020,139,8.969669103793757,8.926384681265215
6236,5.439332693830263,5,2.25,1820,1.0,0,0,4,7,1080,740,1979,0,47.4058,-122.177,1820,299,9.259130536145614,8.922658299524402
6237,5.477121254719663,2,1.0,1290,2.0,0,0,3,7,1290,0,2008,0,47.6972,-122.025,1290,362,7.8168199657645525,7.8168199657645525
6238,5.57978359661681,5,2.5,2130,2.0,0,0,3,7,2130,0,2013,0,47.4726,-122.28200000000001,1500,347,9.03931477492408,9.376701909191407
6239,5.301029995663981,3,2.0,1170,1.0,0,0,4,7,1170,0,1957,0,47.4229,-122.324,1440,304,9.21542741102474,9.190137664658664
6240,5.802773725291976,3,3.5,1730,3.0,0,0,3,9,1350,380,2009,0,47.6224,-122.32600000000001,1830,123,7.207118856207756,8.101677747454572
6241,5.447158031342219,2,1.0,880,1.0,0,0,3,6,880,0,1939,0,47.5642,-122.37899999999999,1190,188,8.656955133791396,8.656955133791396
6242,5.758911892397974,3,2.5,2380,2.0,0,0,3,8,2380,0,2002,0,47.5372,-121.876,2580,54,8.829372735468406,8.829372735468406
6243,6.021189299069938,4,1.0,1330,1.0,0,0,3,6,1330,0,1952,0,47.6223,-122.208,2920,278,9.182866394975427,9.245031611766112
6244,5.7363965022766426,3,2.25,1780,2.0,0,2,3,8,1780,0,1988,0,47.4575,-121.74799999999999,2440,6,12.161221712392278,11.375041757606843
6245,5.43448906315119,3,1.5,1220,1.0,0,0,4,7,1220,0,1962,0,47.5467,-122.17299999999999,2110,329,9.035986984831405,9.118115427933665
6246,5.799340549453582,5,1.75,2490,1.0,0,2,4,8,1540,950,1959,0,47.336000000000006,-122.35,2790,75,10.125390334414204,9.655026193237628
6247,5.6020599913279625,2,1.0,1180,1.0,0,0,3,7,1180,0,1984,0,47.7273,-122.236,1600,109,9.287301413112312,9.287301413112312
6248,5.523746466811565,4,2.5,2310,2.0,0,0,3,8,2310,0,1998,0,47.3321,-122.17200000000001,2480,131,8.732304571033183,8.732304571033183
6249,5.521791649639123,4,2.0,1440,2.0,0,0,4,7,1440,0,1972,0,47.5717,-122.287,1300,234,8.487764380725425,8.313852267398207
6250,5.720159303405957,2,1.5,1620,2.0,0,0,3,9,1080,540,2007,0,47.5892,-122.309,1660,144,7.275172319452771,7.403670290012373
6251,5.61066016308988,3,2.5,2620,2.0,0,0,3,8,2620,0,1991,0,47.3675,-122.042,2190,298,9.036344063928219,8.967249182852276
6252,5.9276013093257225,4,2.5,3710,2.0,0,0,3,9,3710,0,2003,0,47.5596,-122.016,3040,360,8.921457578947884,8.921457578947884
6253,5.61394747678035,3,1.5,1040,1.0,0,0,4,7,1040,0,1958,0,47.5882,-122.155,1580,171,9.24212969446559,8.881836305004146
6254,5.61185495679449,5,3.25,3320,2.0,0,0,4,8,2480,840,1999,0,47.3904,-122.154,2330,68,9.336091577281744,9.028698584086985
6255,5.526274645425754,2,1.5,800,1.0,0,0,5,7,800,0,1951,0,47.5119,-122.38600000000001,1190,66,8.554874258383926,8.57922858233569
6256,5.681241237375588,5,2.5,2040,1.0,0,0,4,7,1240,800,1963,0,47.6544,-122.134,1800,333,9.169205828617628,9.054037377580782
6257,5.447158031342219,2,1.75,1960,1.0,0,0,3,7,980,980,1957,0,47.4234,-122.212,1960,236,10.31374117737609,9.224243277145174
6258,5.824776462475546,4,2.5,2670,2.0,0,0,3,8,2670,0,1999,0,47.5978,-122.038,2670,80,8.391629968440892,8.391629968440892
6259,5.8750612633917,4,2.5,2930,2.0,0,0,3,8,2930,0,2010,0,47.7199,-122.24600000000001,2120,360,9.0642735958414,9.32143441948177
6260,5.596019484843069,2,1.0,830,1.0,0,0,3,6,830,0,1955,0,47.6929,-122.37899999999999,950,12,8.294049640102028,8.294049640102028
6261,5.928395852256714,5,1.75,2290,2.0,0,0,3,7,1980,310,1928,0,47.663999999999994,-122.31,2870,328,8.371010681238156,8.371010681238156
6262,5.829303772831025,3,1.5,2510,2.5,0,0,4,8,2510,0,1907,0,47.6195,-122.31299999999999,1740,145,8.1886891244442,7.541683099882111
6263,5.243038048686294,3,1.0,1280,1.0,0,0,4,6,1280,0,1958,0,47.4491,-122.176,1170,188,8.932212512329214,8.944680683558895
6264,5.748188027006201,4,1.5,1810,1.0,0,1,3,8,1350,460,1952,0,47.5233,-122.38600000000001,2020,188,8.699514748210191,8.699514748210191
6265,5.731498512800316,5,2.75,2080,2.0,0,0,3,8,2080,0,1987,0,47.6288,-122.031,2030,29,9.487138427825885,9.37982994995476
6266,5.555094448578319,4,1.75,1680,2.0,0,0,3,8,1680,0,1991,0,47.4612,-122.352,1840,129,9.131729971394272,9.147081032336992
6267,5.477121254719663,3,2.25,1660,2.0,0,0,3,7,1660,0,2001,0,47.7362,-121.96700000000001,1680,60,8.542470998600505,8.445052513638554
6268,5.4361626470407565,3,2.5,1650,2.0,0,0,4,7,1650,0,1989,0,47.3603,-122.19,1930,138,8.69851424787661,8.804775258867686
6269,5.826074802700826,3,2.5,1420,2.0,0,0,3,9,1280,140,2003,0,47.6265,-122.323,1490,69,7.271008538280992,7.271703706887368
6270,5.724275869600789,4,2.25,2240,1.0,0,0,3,8,1740,500,1984,0,47.6323,-122.029,1890,200,9.033125752550372,8.971448463693834
6271,5.795880017344075,3,1.5,1230,1.0,0,0,3,7,910,320,1927,0,47.667,-122.333,1260,70,8.026170194946426,8.409162447202533
6272,5.394451680826216,3,1.0,1260,1.0,0,0,4,6,1260,0,1954,0,47.4187,-122.323,1520,368,8.699514748210191,8.794824928014517
6273,5.726727209026572,3,2.5,2060,2.0,0,0,3,8,2060,0,1990,0,47.5793,-122.00200000000001,1930,109,8.47886807709457,8.568646473005153
6274,5.740323206382993,4,3.5,3090,1.0,0,0,3,8,2190,900,1991,0,47.7176,-122.214,2200,223,9.260082463870997,8.910315776326016
6275,5.685741738602264,4,1.75,3220,1.0,0,0,4,8,2010,1210,1959,0,47.7719,-122.361,1660,165,8.90815361332152,9.031572493381526
6276,5.548389418132918,3,2.5,2020,2.0,0,0,3,7,2020,0,2001,0,47.3848,-122.03299999999999,1930,369,8.485702524324866,8.543640361431086
6277,5.638489256954637,2,1.75,1910,1.0,0,0,3,9,1910,0,1976,0,47.6276,-122.053,2580,136,9.40442579569038,9.419466131522189
6278,5.382017042574868,3,1.0,1150,1.0,0,0,3,6,1000,150,1951,0,47.5075,-122.262,1340,186,9.210340371976184,9.210340371976184
6279,5.946943270697825,4,2.75,2730,1.5,0,0,3,8,1550,1180,1921,1,47.6737,-122.304,1860,17,8.177515823846075,8.177515823846075
6280,5.902655475217926,6,3.0,2890,2.5,0,0,3,7,2290,600,1906,0,47.6227,-122.323,2180,11,7.7706452341291765,7.807916628926408
6281,5.880813592280791,3,2.5,2280,1.0,0,0,4,8,1490,790,1973,0,47.6362,-122.175,2100,257,9.452972775874239,9.452972775874239
6282,5.431363764158987,2,1.0,1040,1.0,0,0,3,6,1040,0,1922,0,47.519,-122.26,1380,195,8.648221453822641,8.648221453822641
6283,5.829303772831025,4,1.75,2440,1.0,0,0,4,9,2040,400,1969,0,47.6339,-122.096,2040,291,8.919319398258887,9.045465728785949
6284,5.69810054562339,3,2.5,1720,1.0,0,0,4,8,1000,720,1977,0,47.6631,-122.12899999999999,1720,234,8.68946441235669,8.721928343047091
6285,6.080085085045869,3,2.5,3430,1.5,0,0,3,10,3430,0,1984,0,47.6477,-122.18299999999999,3440,73,10.265279382854322,10.463703160543519
6286,5.505149978319906,4,2.5,2570,2.0,0,0,3,8,2570,0,2005,0,47.3588,-122.038,2570,56,8.489821994620105,8.503702601233739
6287,5.949390006644912,4,3.25,4360,1.0,0,0,3,10,2320,2040,2000,0,47.4375,-122.008,2410,368,12.256071602624495,11.375041757606843
6288,5.439332693830263,4,2.75,2060,1.0,0,0,3,7,1210,850,1978,0,47.3424,-122.275,1940,112,8.902455592206882,8.911934336161426
6289,5.690196080028514,4,2.5,3020,2.0,0,0,4,10,3020,0,1994,0,47.363,-122.12700000000001,3020,39,9.024251728612985,9.036701015565063
6290,5.740362689494244,3,2.5,2340,1.5,0,0,3,7,1540,800,1906,0,47.6033,-122.303,1590,84,8.34283980427146,8.34283980427146
6291,5.5910646070264995,5,2.0,2400,1.0,0,0,5,7,1210,1190,1959,0,47.5112,-122.186,1760,370,9.162934249578912,9.162514742493578
6292,5.442479769064448,3,2.25,1610,1.0,0,0,4,7,1110,500,1968,0,47.3683,-122.279,1690,171,9.385972940619341,9.379154445411636
6293,5.372912002970106,3,1.75,1090,1.0,0,0,3,7,1090,0,1994,0,47.2613,-122.302,1660,319,8.942068693044225,9.129021850798594
6294,5.424804893607895,3,1.75,1470,1.0,0,0,4,7,1470,0,1975,0,47.3096,-122.197,2090,306,9.477921772720961,9.740262491433162
6295,5.7363965022766426,3,2.25,1670,1.0,0,0,4,8,1240,430,1974,0,47.6413,-122.113,1910,304,8.738735461363474,8.85366542803745
6296,5.7283537820212285,3,2.5,1850,2.0,0,0,3,8,1850,0,1991,0,47.7163,-122.229,1780,4,9.221181395154058,9.175748927206564
6297,6.161368002234975,3,2.75,3940,1.0,0,4,5,9,2140,1800,1967,0,47.5654,-122.15799999999999,3390,158,9.176886995716963,9.144200569471638
6298,5.690196080028514,4,3.0,2330,2.0,0,0,3,9,1920,410,2003,0,47.553999999999995,-122.30799999999999,2330,59,8.159660737063376,8.564458383883352
6299,5.50508211450511,4,2.5,2020,1.5,0,0,4,6,2020,0,1954,0,47.5223,-121.818,1440,341,8.881836305004146,8.881836305004146
6300,5.795880017344075,3,1.5,1300,1.0,0,0,5,7,1300,0,1960,0,47.6821,-122.196,2280,63,8.881836305004146,8.881836305004146
6301,5.394451680826216,3,1.0,1180,1.0,0,0,4,7,1180,0,1968,0,47.4233,-122.177,1760,294,8.846065190692881,9.066123521215774
6302,5.676693609624866,3,1.75,1320,1.0,0,0,3,8,1320,0,1966,0,47.6024,-122.14299999999999,2050,354,8.966994113344454,8.941676305360163
6303,5.6127838567197355,6,2.75,2520,1.0,0,0,4,7,1320,1200,1962,0,47.7636,-122.294,1820,48,9.140347000155648,9.305650551780507
6304,5.826074802700826,3,2.5,1680,3.0,0,0,3,9,1680,0,1909,1,47.6604,-122.29,1950,3,7.600902459542082,8.517193191416238
6305,5.633468455579586,3,2.5,2000,2.0,0,0,3,7,2000,0,1968,1,47.4733,-121.994,2000,333,10.475539969718014,10.855840167555305
6306,5.495544337546448,2,1.0,1180,1.0,0,0,5,6,1180,0,1954,0,47.5321,-122.029,1650,179,8.496990484098719,8.870803443982124
6307,5.977723605288848,3,3.25,3330,2.5,0,0,3,9,3330,0,1988,0,47.5395,-122.242,4340,73,9.621986339159427,9.905036352525979
6308,5.876073436772555,2,2.0,1880,1.5,0,0,3,8,1880,0,1902,0,47.6238,-122.311,1590,25,8.594154232552366,8.594154232552366
6309,5.880813592280791,4,2.5,2990,2.0,0,0,3,9,2210,780,2003,0,47.5353,-122.066,2990,130,8.571681376700306,8.74814616962193
6310,5.492271357949134,3,1.75,1510,1.0,0,0,4,7,1510,0,1969,0,47.5069,-122.141,1480,271,9.426096704856375,9.786953736280177
6311,5.565257343420214,4,3.0,3110,2.0,0,0,3,8,3110,0,1997,0,47.3279,-122.191,2820,0,8.886132618174951,8.897135342293316
6312,5.763427993562937,4,2.5,2150,2.0,0,0,3,8,2150,0,2001,0,47.6962,-122.314,2030,94,8.517193191416238,8.760923376338836
6313,5.763427993562937,3,2.25,1900,1.5,0,0,3,8,1200,700,1905,0,47.6122,-122.29799999999999,1310,61,8.283999304248526,8.283999304248526
6314,5.8228216453031045,4,2.5,2720,2.0,0,0,3,10,2720,0,1987,0,47.6293,-122.051,2720,31,9.210340371976184,9.212338374638856
6315,5.38012075426844,3,2.25,1560,2.0,0,0,4,7,1560,0,1979,0,47.3393,-122.259,1920,187,9.021598247379305,9.002085433155724
6316,5.672097857935717,4,2.5,1990,2.0,0,0,3,8,1990,0,1998,0,47.7678,-122.272,2220,103,10.31171550713322,9.361085258668608
6317,5.865103974641128,3,1.75,1740,1.0,0,0,5,8,950,790,1930,1,47.6816,-122.31,1800,105,8.026170194946426,8.283999304248526
6318,5.3979400086720375,4,2.0,2130,1.0,0,0,3,7,1350,780,1962,0,47.4133,-122.209,1550,273,9.035986984831405,9.059052257762401
6319,5.60422605308447,4,1.75,1510,1.0,0,0,5,7,1510,0,1957,0,47.7651,-122.339,1480,129,9.124346658809207,9.124346658809207
6320,5.469822015978163,5,3.5,2100,2.0,0,0,3,7,1410,690,1999,0,47.5108,-122.257,1410,40,8.538367426647644,8.639410824140487
6321,5.550228353055094,5,2.5,2344,1.0,0,0,4,8,1560,784,1976,0,47.3185,-122.37700000000001,2344,167,8.987196820661973,8.987196820661973
6322,5.460897842756548,3,1.5,1970,1.0,0,0,4,6,1970,0,1968,0,47.4511,-122.089,1850,130,10.020648172309706,9.911455722185305
6323,5.575187844927661,3,2.25,1470,2.0,0,2,3,7,1470,0,1982,0,47.7162,-122.34899999999999,1400,194,9.120415664448196,9.012377119192271
6324,5.327767489902729,2,1.0,940,1.0,0,0,3,7,940,0,1926,0,47.5375,-122.374,940,56,8.525161361065415,8.525161361065415
6325,5.511883360978874,3,1.75,1780,1.0,0,0,4,9,1780,0,1983,0,47.367,-122.152,2750,25,9.479985756941812,9.479985756941812
6326,5.6180480967120925,4,2.5,2230,2.0,0,0,3,7,2230,0,2002,0,47.7245,-121.95700000000001,2490,101,8.655737000864297,8.748304912379623
6327,5.970811610872518,3,2.5,3570,1.0,0,0,4,8,2400,1170,1981,0,47.7475,-122.36399999999999,3140,335,9.625821815359835,9.573245865665552
6328,5.570542939881897,3,2.5,1920,2.0,0,0,3,7,1920,0,1990,0,47.7317,-121.964,2370,259,9.632990304838447,9.63135069141981
6329,5.380211241711606,3,1.5,1290,1.0,0,0,3,7,1020,270,1957,0,47.4853,-122.318,1770,172,9.031931152002144,9.035986984831405
6330,5.524979982127119,3,1.75,1880,1.0,0,0,5,7,1880,0,1980,0,47.5089,-122.155,1900,136,9.696586376767783,8.983690681332686
6331,5.629919035503542,4,2.5,2960,2.0,0,0,3,9,2960,0,2005,0,47.3597,-122.04,2750,363,8.442469645220301,8.438799123988225
6332,5.633468455579586,2,1.75,1840,1.0,0,2,3,8,1300,540,1952,0,47.4382,-122.348,2920,298,9.607370001263245,9.621389858378247
6333,5.6020599913279625,3,1.5,1890,1.0,0,0,3,7,1090,800,1967,0,47.5396,-122.26899999999999,1750,223,8.729558869558568,8.729558869558568
6334,5.658821959135624,3,2.25,1820,1.0,0,0,4,7,1120,700,1964,0,47.5684,-122.3,1970,361,8.699514748210191,8.737452587550584
6335,6.293411175290506,4,3.5,4370,2.0,0,1,3,10,3610,760,2003,0,47.5876,-122.204,2960,31,9.04899722156742,9.24445190160495
6336,5.6020599913279625,3,1.75,1530,1.0,0,0,3,7,1530,0,1986,0,47.7655,-122.244,2100,33,9.280892027927127,9.440896383005846
6337,5.599337132992489,3,1.0,1030,1.0,0,0,4,7,1030,0,1954,0,47.5742,-122.139,1480,98,9.257223957875032,9.409191230721348
6338,5.8779469516291885,3,2.5,2000,3.0,0,0,3,8,2000,0,2005,0,47.6476,-122.35600000000001,1560,223,7.575584651557793,7.200424892944957
6339,5.457881896733992,5,1.5,1730,1.0,0,0,3,7,1010,720,1962,0,47.4646,-122.184,1730,68,9.130214327496898,9.130214327496898
6340,5.681241237375588,4,2.5,3620,2.0,0,0,3,9,3620,0,1976,0,47.3711,-122.06,2590,75,9.680344001221918,9.680344001221918
6341,5.690196080028514,3,2.5,2040,2.0,0,0,3,8,2040,0,1995,0,47.4833,-121.8,2390,349,9.171807422259398,9.197052477649247
6342,5.562292864456475,3,2.5,2640,2.0,0,0,3,8,1680,960,1991,0,47.441,-122.125,2260,47,8.812099108957337,8.90557995798965
6343,5.414973347970818,3,2.5,1600,2.0,0,0,3,7,1600,0,2005,0,47.4899,-122.164,1600,298,7.716015266642587,7.438383530044307
6344,5.703291378118661,4,1.0,1480,1.5,0,0,4,7,1480,0,1929,0,47.763000000000005,-122.34200000000001,1820,347,9.447386828459384,8.986571625268054
6345,5.414973347970818,2,1.0,700,1.0,0,0,3,7,700,0,1922,0,47.6147,-122.3,1440,56,8.476371196895983,8.476371196895983
6346,5.633468455579586,2,1.0,700,1.0,0,0,3,7,700,0,1922,0,47.6147,-122.3,1440,249,8.476371196895983,8.476371196895983
6347,5.956648579205203,4,2.5,3520,2.0,0,0,4,10,3520,0,1993,0,47.5535,-122.095,3470,83,9.408617295560266,9.334149657702469
6348,5.643452676486188,3,2.0,1650,2.0,0,0,4,8,1650,0,1977,0,47.6638,-122.12799999999999,1750,215,8.765302488748196,8.764365720529808
6349,5.6429588794097905,4,1.0,1360,1.5,0,0,3,7,1360,0,1950,0,47.6878,-122.285,1530,134,8.612503371220562,8.663887570567042
6350,5.431363764158987,3,2.0,1350,1.0,0,0,5,6,680,670,1944,0,47.4919,-122.18700000000001,1350,270,8.80926561216931,8.809862805379057
6351,5.486430478854434,3,2.5,1970,2.0,0,0,4,7,1970,0,1998,0,47.3627,-122.073,1980,362,8.74687531957003,9.08839870117094
6352,5.57978359661681,3,2.0,1470,2.0,0,0,3,8,1310,160,2003,0,47.5653,-122.369,1470,170,7.412160334945205,7.7354333524996886
6353,5.332438459915605,4,1.75,1610,1.0,0,0,5,7,1610,0,1969,0,47.3281,-122.135,1220,81,9.174920426744922,9.190137664658664
6354,5.4769764657595275,2,1.0,810,1.0,0,0,3,7,810,0,1950,0,47.7289,-122.34,1080,280,8.724207360800564,8.881836305004146
6355,6.161368002234975,4,3.5,2820,2.0,0,0,3,10,2820,0,1995,0,47.622,-122.195,2630,329,8.963032193662675,8.975124239427704
6356,5.38012075426844,3,1.0,1900,1.5,0,0,4,5,1900,0,1942,0,47.2738,-122.271,1430,11,10.430816248401133,9.862665558015873
6357,5.693726948923647,4,2.5,1830,1.0,0,0,4,8,1540,290,1973,0,47.7741,-122.37299999999999,1990,52,8.901775088607979,8.948975607841776
6358,5.501743729627995,4,1.5,1730,1.0,0,0,4,7,1010,720,1963,0,47.4996,-122.163,1650,248,8.948975607841776,8.995412975433313
6359,5.826074802700826,4,2.5,2110,2.0,0,0,4,7,2110,0,1977,0,47.6888,-122.20100000000001,2350,305,8.89439598980643,9.062420241899561
